run,unit_op_id,text,cluster_label
20241209_184253_corn stover_to_3_hydroxypropionic acid_(1),product_recovery,"Product Recovery: The cell-free broth undergoes product recovery to concentrate and purify 3-Hydroxypropionic Acid. This typically involves solvent extraction, adsorption, or membrane separation techniques to isolate 3-HP from other components. The goal is to achieve a high purity level suitable for industrial applications.",2
20241209_184253_corn stover_to_3_hydroxypropionic acid_(1),purification,"Purification: The crude 3-HP solution is further purified to achieve the desired industrial-grade purity. This step may involve crystallization, distillation, or additional membrane processes to remove any remaining impurities and concentrate the 3-HP to ≥99% purity. The final product must meet stringent quality specifications for use in polymer production and other chemical syntheses.",9
20241209_184253_corn stover_to_3_hydroxypropionic acid_(1),raw corn stover source,"Raw Corn Stover Source: This unit operation serves as the source for the Raw Corn Stover stream, which is unprocessed corn stover consisting of cellulose, hemicellulose, lignin, and ash. It is a critical feedstock for the process, providing the necessary lignocellulosic biomass for subsequent pretreatment and enzymatic hydrolysis. The composition of the stream includes 35-45% cellulose, 25-35% hemicellulose, 15-20% lignin, and 5-10% ash. Proper handling and storage conditions are essential to minimize moisture content and maintain the quality of the feedstock.",4
20241209_184253_corn stover_to_3_hydroxypropionic acid_(1),enzyme solution source,"Enzyme Solution Source: This unit operation serves as a source for the Enzyme Solution, which contains cellulase and hemicellulase enzymes. The Enzyme Solution is critical for the enzymatic hydrolysis process, where it facilitates the breakdown of pretreated biomass into fermentable sugars. The unit operation ensures a consistent supply of the enzyme solution at the required concentration and volume for optimal enzymatic activity, contributing to the overall efficiency of the bioconversion process.",0
20241209_184253_corn stover_to_3_hydroxypropionic acid_(1),microbial culture source,"Microbial Culture Source: This unit operation serves as a source for the Microbial Culture stream, which consists of yeast and fungal strains specifically selected for their ability to produce 3-Hydroxypropionic Acid. The microbial culture is crucial for the fermentation process, where these microorganisms convert sugars into the desired acid. The culture must be maintained under optimal conditions to ensure high viability and productivity, contributing to the overall efficiency of the bioprocess.",8
20241209_184253_corn stover_to_3_hydroxypropionic acid_(1),aeration stream source,"Aeration Stream Source: This unit operation serves as a source for the Aeration Stream, providing a continuous supply of oxygen necessary to maintain aerobic conditions during the fermentation process. The Aeration Stream is critical for the growth and metabolism of the microbial culture, ensuring optimal production of 3-Hydroxypropionic Acid. The stream is designed to deliver the required oxygen concentration efficiently and consistently to support the fermentation process.",6
20241209_184253_corn stover_to_3_hydroxypropionic acid_(1),biomass waste sink,"Biomass Waste Sink: This unit operation serves as a sink for the Biomass Waste stream, which consists of separated microbial biomass. The biomass can be utilized for various applications, including animal feed, bioenergy production, or as a raw material for bioprocessing. The sink ensures proper handling and storage of the biomass waste, facilitating its subsequent use or disposal in an environmentally friendly manner.",5
20241209_184253_corn stover_to_3_hydroxypropionic acid_(1),waste stream sink,"Waste Stream Sink: This unit operation serves as a sink for the Waste Stream, which contains impurities and residual sugars removed during the product recovery process. The Waste Stream Sink is designed to collect and manage the waste generated from the production of 3-Hydroxypropionic Acid, ensuring that residual sugars and other impurities are properly handled and disposed of, minimizing environmental impact.",5
20241209_184253_corn stover_to_3_hydroxypropionic acid_(1),purified 3_hydroxypropionic acid sink,"Purified 3-Hydroxypropionic Acid Sink: This unit operation serves as the final sink for the purified 3-Hydroxypropionic Acid stream. It is designed to receive and store high-purity 3-Hydroxypropionic Acid, ensuring that the product meets industrial specifications for further applications. The unit operation is critical for maintaining product integrity and quality, preventing contamination, and facilitating safe handling and transport of the final product.",5
20241209_184253_corn stover_to_3_hydroxypropionic acid_(1),water/acid solution source,"Water/Acid Solution Source: This unit operation serves as a source for the Water/Acid Solution stream, which is essential for the pretreatment of corn stover. The Water/Acid Solution is used to facilitate the breakdown of the lignocellulosic structure of the biomass, enhancing the efficiency of subsequent enzymatic hydrolysis. This stream consists of a mixture of water and acid, which plays a critical role in the pretreatment process by increasing the accessibility of cellulose and hemicellulose for enzymatic action.",3
20241209_184253_corn stover_to_3_hydroxypropionic acid_(1),lignin waste sink,"Lignin Waste Sink: This unit operation serves as a sink for the Lignin Waste Stream generated during the pretreatment process of Corn Stover. It collects the lignin components that are removed or altered and are not required for subsequent enzymatic hydrolysis. The Lignin Waste Sink ensures proper handling and disposal of lignin, which is a byproduct of the biomass pretreatment, thus maintaining the efficiency of the overall process.",5
20241209_184253_corn stover_to_3_hydroxypropionic acid_(1),impurity stream sink,"Impurity Stream Sink: The Impurity Stream Sink serves as the final destination for impurities and by-products generated during the purification of 3-Hydroxypropionic Acid. This stream includes residual water, unreacted materials, and other contaminants that are separated out to ensure the desired purity of the final product. Proper management of this stream is essential to minimize environmental impact and comply with waste disposal regulations.",5
20241209_184253_corn stover_to_3_hydroxypropionic acid_(2),pretreatment,"Pretreatment: The pretreatment unit operation is designed to break down the complex lignocellulosic structure of corn stover into simpler, more accessible components. This involves mechanical, chemical, or a combination of methods to disrupt the lignin structure and expose cellulose and hemicellulose for subsequent enzymatic hydrolysis. The pretreatment process is crucial for enhancing the digestibility of the biomass and increasing the yield of fermentable sugars.",3
20241209_184253_corn stover_to_3_hydroxypropionic acid_(2),enzymatic_hydrolysis,"Enzymatic Hydrolysis: In this unit operation, enzymes are added to the pretreated biomass to hydrolyze cellulose and hemicellulose into fermentable sugars, primarily glucose and xylose. This step is critical for converting the biomass into a form that can be utilized by microorganisms in the fermentation process.",0
20241209_184253_corn stover_to_3_hydroxypropionic acid_(2),fermentation,"Fermentation: The fermentation unit operation involves the aerobic conversion of sugars into 3-Hydroxypropionic acid (3-HP) using genetically engineered bacteria. This biological process requires careful control of oxygen levels, nutrient supply, and temperature to optimize the production of 3-HP while minimizing by-products.",8
20241209_184253_corn stover_to_3_hydroxypropionic acid_(2),broth_clarification,Broth Clarification: This unit operation involves the separation of solid biomass and cell debris from the fermentation broth to obtain a clarified liquid containing 3-Hydroxypropionic acid. Techniques such as centrifugation or filtration are employed to achieve this separation.,2
20241209_184253_corn stover_to_3_hydroxypropionic acid_(2),purification,"Purification: The purification unit operation is designed to isolate and concentrate 3-Hydroxypropionic acid from the clarified broth. This involves techniques such as solvent extraction, distillation, or crystallization to achieve the desired purity level for industrial applications.",9
20241209_184253_corn stover_to_3_hydroxypropionic acid_(2),product_packaging,"Product Packaging: In this final unit operation, the purified 3-Hydroxypropionic acid is packaged for storage and transportation. This involves ensuring that the product is contained in suitable materials to maintain its purity and stability during distribution.",7
20241209_184253_corn stover_to_3_hydroxypropionic acid_(2),raw corn stover source,"Raw Corn Stover Source: This unit operation serves as the source for the Raw Corn Stover stream, which is the primary feedstock for the process. It consists of lignocellulosic biomass containing cellulose (35-40%), hemicellulose (25-30%), lignin (15-20%), ash (5-10%), and moisture (5-10%). This raw material is essential for subsequent processes, including pretreatment, enzymatic hydrolysis, and fermentation, to produce 3-Hydroxypropionic Acid.",4
20241209_184253_corn stover_to_3_hydroxypropionic acid_(2),enzyme solution source,"Enzyme Solution Source: This unit operation serves as a source for the Enzyme Solution, which contains cellulase and hemicellulase enzymes. These enzymes are crucial for the enzymatic hydrolysis process, where they catalyze the breakdown of cellulose and hemicellulose into fermentable sugars. The Enzyme Solution is supplied at an industrial scale to ensure efficient conversion of pretreated biomass into sugars, facilitating subsequent fermentation to produce 3-Hydroxypropionic Acid.",0
20241209_184253_corn stover_to_3_hydroxypropionic acid_(2),bacterial culture source,"Bacterial Culture Source: This unit operation serves as a source for the Bacterial Culture stream, which consists of genetically engineered bacteria specifically designed to efficiently convert sugars into 3-Hydroxypropionic acid during the fermentation process. The Bacterial Culture is crucial for the fermentation step, where it interacts with the Sugar Solution to produce the desired product. This source ensures a continuous supply of active bacterial culture to maintain optimal fermentation conditions.",8
20241209_184253_corn stover_to_3_hydroxypropionic acid_(2),solid waste sink,"Solid Waste Sink: This unit operation serves as a sink for the Solid Waste stream, which consists of solid biomass and cell debris separated from the fermentation broth. The Solid Waste Sink is designed to collect and manage the bacterial biomass that is not converted during the fermentation process. Proper handling and disposal of this waste are crucial to minimize environmental impact and ensure compliance with waste management regulations.",5
20241209_184253_corn stover_to_3_hydroxypropionic acid_(2),waste stream sink,"Waste Stream Sink: This unit operation serves as a sink for the Waste Stream, which consists of impurities and unconverted sugars that are removed during the purification process of 3-Hydroxypropionic Acid. The Waste Stream is crucial for ensuring the overall efficiency of the process by eliminating unwanted byproducts, thereby maintaining the purity of the final product.",5
20241209_184253_corn stover_to_3_hydroxypropionic acid_(2),packaged 3_hydroxypropionic acid sink,"Packaged 3-Hydroxypropionic Acid Sink: This unit operation serves as the final sink for the packaged 3-Hydroxypropionic Acid, which is the end product of the process. It is designed to handle the output stream from the Product Packaging unit operation, ensuring that the packaged product is stored appropriately and ready for distribution to industrial customers. The sink is crucial for maintaining the integrity and quality of the product until it is shipped.",5
20241209_184253_corn stover_to_3_hydroxypropionic acid_(2),pretreatment chemicals source,"Pretreatment Chemicals Source: This unit operation serves as a source for the Pretreatment Chemicals stream, which includes a mixture of acids, bases, or solvents and water. These chemicals are essential for the pretreatment process, as they help to break down the lignin structure in corn stover, thereby enhancing the accessibility of cellulose and hemicellulose for subsequent enzymatic hydrolysis. The proper formulation and supply of these chemicals are critical to ensure efficient pretreatment and maximize the yield of fermentable sugars.",3
20241209_184253_corn stover_to_3_hydroxypropionic acid_(2),water for pretreatment,"Water for Pretreatment: This unit operation serves as a source for the 'Water for Pretreatment' stream, which is essential in the pretreatment process of corn stover. The water assists in the chemical reactions necessary for breaking down the biomass, facilitating the effective extraction of fermentable sugars from the lignocellulosic material. It is delivered at an industrial scale to ensure sufficient supply for continuous operation.",3
20241209_184253_corn stover_to_3_hydroxypropionic acid_(2),pretreatment effluent sink,"Pretreatment Effluent Sink: This unit operation serves as the final destination for the Pretreatment Effluent stream, which is a liquid byproduct from the pretreatment process. The stream may contain dissolved lignin, hemicellulose degradation products, and residual chemicals used during pretreatment. It is crucial to manage this effluent to minimize environmental impact and ensure compliance with waste disposal regulations. The sink is designed to handle the specified components effectively, allowing for potential further treatment or disposal.",5
20241209_184253_corn stover_to_3_hydroxypropionic acid_(2),oxygen supply,"Oxygen Supply: The Oxygen Supply unit operation serves as a critical source for the fermentation process, providing the necessary oxygen required for the aerobic fermentation of sugars by genetically engineered bacteria. This unit operation ensures that the oxygen concentration is carefully controlled and maintained at optimal levels, facilitating efficient conversion of sugars into 3-Hydroxypropionic acid. Proper management of the oxygen supply is essential for maximizing fermentation efficiency and product yield.",6
20241209_184253_corn stover_to_acetoin_(18),pretreatment,"Pretreatment: The pretreatment unit operation is designed to break down the lignocellulosic structure of corn stover, making cellulose and hemicellulose more accessible for enzymatic hydrolysis. This step typically involves physical, chemical, or a combination of methods such as steam explosion, acid hydrolysis, or alkaline treatment. The goal is to disrupt the complex matrix of cellulose, hemicellulose, and lignin, reducing the crystallinity of cellulose and solubilizing hemicellulose.",3
20241209_184253_corn stover_to_acetoin_(18),enzymatic_hydrolysis,"Enzymatic Hydrolysis: In this unit operation, the pretreated biomass is subjected to enzymatic hydrolysis to convert cellulose and hemicellulose into fermentable sugars. Enzymes such as cellulases and hemicellulases are added to the biomass slurry, catalyzing the breakdown of polysaccharides into monosaccharides like glucose and xylose.",0
20241209_184253_corn stover_to_acetoin_(18),fermentation,Fermentation: The fermentation unit operation involves the aerobic conversion of sugars into acetoin using yeast or fungal strains. The sugar solution is inoculated with a selected microorganism capable of producing acetoin under aerobic conditions. The process is carefully controlled to optimize acetoin yield while minimizing by-products.,8
20241209_184253_corn stover_to_acetoin_(18),broth_separation,Broth Separation: This unit operation involves the separation of the fermentation broth into solid and liquid fractions. Techniques such as centrifugation or filtration are employed to remove microbial biomass and other solids from the liquid containing acetoin.,2
20241209_184253_corn stover_to_acetoin_(18),acetoin_purification,"Acetoin Purification: The purification unit operation focuses on isolating acetoin from the clarified broth to achieve the desired purity level. Techniques such as distillation, solvent extraction, or crystallization may be employed depending on the required purity and end-use specifications.",9
20241209_184253_corn stover_to_acetoin_(18),waste_treatment,"Waste Treatment: The waste treatment unit operation handles the treatment and disposal of waste streams generated throughout the process. This includes solid waste from broth separation and liquid waste from acetoin purification. Treatment methods may include biological treatment, incineration, or landfilling, depending on the nature of the waste.",5
20241209_184253_corn stover_to_acetoin_(18),raw corn stover source,"Raw Corn Stover Source: This unit operation serves as the source for the Raw Corn Stover stream, which is the primary biomass feedstock for the process. The raw corn stover is primarily composed of cellulose (35-40%), hemicellulose (25-30%), and lignin (15-20%), with a moisture content of 10-15%. It is delivered in batches of 100,000 kg and requires pretreatment to break down its lignocellulosic structure for subsequent fermentation processes.",4
20241209_184253_corn stover_to_acetoin_(18),enzyme solution source,"Enzyme Solution Source: This unit operation serves as a source for the Enzyme Solution, which is a crucial component in the enzymatic hydrolysis process. The Enzyme Solution contains a mixture of cellulases and hemicellulases, specifically designed to hydrolyze cellulose and hemicellulose from pretreated biomass into fermentable sugars. The unit operation ensures a consistent supply of this enzyme solution at the required concentration and volume for optimal enzymatic activity during the hydrolysis stage.",0
20241209_184253_corn stover_to_acetoin_(18),microbial inoculum source,"Microbial Inoculum Source: This unit operation serves as a source for the Microbial Inoculum stream, which is a culture of yeast and fungi specifically designed to convert sugars into acetoin during the fermentation process. The inoculum is prepared to ensure a high concentration of viable microorganisms, optimizing the fermentation efficiency. It is crucial to maintain sterile conditions to prevent contamination and to ensure the culture is healthy and active prior to its introduction into the fermentation unit operation.",8
20241209_184253_corn stover_to_acetoin_(18),purified acetoin sink,"Purified Acetoin Sink: This unit operation serves as the final sink for the purified acetoin stream, which is produced with a high purity level suitable for commercial applications. The purified acetoin meets stringent food-grade or industrial-grade specifications and is stored or dispatched for further use. This sink ensures that the acetoin is handled safely and efficiently, maintaining its quality and integrity until it reaches its end-use destination.",5
20241209_184253_corn stover_to_acetoin_(18),treated waste sink,"Treated Waste Sink: This unit operation serves as the final sink for the treated waste stream, which consists of treated biomass and treated liquids. The treated waste has undergone a waste treatment process to ensure compliance with environmental regulations for safe disposal. This operation is crucial for minimizing environmental impact and ensuring that all waste products are managed responsibly.",5
20241209_184253_corn stover_to_acetoin_(18),chemical agent source,"Chemical Agent Source: This unit operation serves as a source for the Chemical Agent stream, which includes various acids and alkalis. These chemical agents are essential for the pretreatment process, as they facilitate the breakdown of the lignocellulosic matrix in corn stover, enhancing the accessibility of cellulose and hemicellulose for subsequent enzymatic hydrolysis. The Chemical Agent stream is crucial for optimizing the efficiency of the entire biomass conversion process.",3
20241209_184253_corn stover_to_acetoin_(18),steam source,"Steam Source: This unit operation serves as a source for the steam stream, providing high-temperature water vapor used in the steam explosion process. The steam is essential for disrupting the lignocellulosic structure of the feedstock, facilitating subsequent pretreatment steps in the biomass conversion process.",4
20241209_184253_corn stover_to_acetoin_(18),oxygen supply,"Oxygen Supply: This unit operation serves as a source for the Oxygen Supply stream, which is essential for providing the aerobic conditions required for the fermentation process. In this process, sugars are converted into acetoin by yeast or fungal strains. The Oxygen Supply stream consists primarily of oxygen, which is critical for the metabolic activities of the microorganisms involved in fermentation, ensuring optimal production of acetoin.",6
20241209_184253_corn stover_to_acetoin_(19),pretreatment,"Pretreatment: The pretreatment unit operation is designed to break down the complex lignocellulosic structure of corn stover into simpler components, primarily focusing on cellulose and hemicellulose. This is typically achieved through a combination of mechanical, chemical, or thermal methods. The goal is to increase the accessibility of cellulose and hemicellulose for subsequent enzymatic hydrolysis. Common pretreatment methods include steam explosion, acid hydrolysis, or alkaline treatment. This step is crucial as it significantly impacts the efficiency of the downstream enzymatic hydrolysis and fermentation processes.",3
20241209_184253_corn stover_to_acetoin_(19),enzymatic_hydrolysis,"Enzymatic Hydrolysis: In this unit operation, the pretreated biomass undergoes enzymatic hydrolysis to convert cellulose and hemicellulose into fermentable sugars, primarily glucose and xylose. Enzymes such as cellulases and hemicellulases are used to catalyze the breakdown of these polysaccharides. The efficiency of this step is critical as it determines the yield of fermentable sugars available for the subsequent fermentation process.",0
20241209_184253_corn stover_to_acetoin_(19),fermentation,"Fermentation: The fermentation unit operation involves the aerobic conversion of fermentable sugars into acetoin by specific strains of bacteria, such as Bacillus subtilis. This biological process requires careful control of conditions such as aeration, temperature, and nutrient supply to maximize acetoin production while minimizing by-products. The choice of bacterial strain and fermentation conditions are critical to achieving high yields and product purity.",8
20241209_184253_corn stover_to_acetoin_(19),cell_separation,"Cell Separation: This unit operation involves the separation of bacterial cells and other solid residues from the fermentation broth. This is typically achieved using centrifugation or filtration techniques. The goal is to obtain a clarified broth that contains acetoin and other soluble components, while removing the biomass and other insoluble materials.",2
20241209_184253_corn stover_to_acetoin_(19),acetoin_recovery,"Acetoin Recovery: In this unit operation, acetoin is recovered from the clarified broth through techniques such as distillation or solvent extraction. The objective is to concentrate and purify acetoin to meet the desired product specifications. This step is crucial for achieving the required purity levels for acetoin, especially if it is intended for use in food flavoring or as a chemical intermediate.",9
20241209_184253_corn stover_to_acetoin_(19),acetoin_purification,"Acetoin Purification: The final purification step involves refining the crude acetoin to achieve the desired purity level of greater than 95%. This can be accomplished through additional distillation, crystallization, or adsorption techniques. The purified acetoin is then suitable for use in various applications, including food flavoring and as a chemical intermediate.",9
20241209_184253_corn stover_to_acetoin_(19),raw corn stover source,"Raw Corn Stover Source: This unit operation serves as the source for the Raw Corn Stover stream, which is a raw lignocellulosic biomass feedstock. The stream consists of a mixture of cellulose (40-50%), hemicellulose (25-30%), lignin (15-20%), and ash (5-10%). It is typically supplied at an industrial scale of 100,000 kg/day and is essential for the subsequent pretreatment process to convert the biomass into fermentable sugars.",4
20241209_184253_corn stover_to_acetoin_(19),enzyme solution source,"Enzyme Solution Source: This unit operation serves as a source for the Enzyme Solution, which contains cellulases and hemicellulases. These enzymes are critical for catalyzing the hydrolysis of cellulose and hemicellulose during the enzymatic hydrolysis process. The Enzyme Solution is produced at an industrial scale to ensure sufficient quantities for effective biomass conversion, facilitating the subsequent production of fermentable sugars from pretreated biomass.",0
20241209_184253_corn stover_to_acetoin_(19),nutrient solution source,"Nutrient Solution Source: This unit operation serves as a source for the Nutrient Solution, which is essential for the fermentation process. The Nutrient Solution provides vital nutrients such as nitrogen sources, phosphates, and trace minerals that support the growth and metabolism of bacteria during fermentation. It ensures optimal conditions for the production of Acetoin from the Sugar Solution, contributing to the overall efficiency and yield of the process.",8
20241209_184253_corn stover_to_acetoin_(19),biomass waste sink,"Biomass Waste Sink: This unit operation serves as a sink for the Biomass Waste stream, which consists of bacterial cells and other insoluble residues generated during the fermentation and cell separation processes. The sink is designed to safely collect and manage the solid waste, ensuring proper disposal or potential further processing for energy recovery or composting.",5
20241209_184253_corn stover_to_acetoin_(19),aqueous waste sink,"Aqueous Waste Sink: This unit operation serves as a sink for the Aqueous Waste stream, which consists of water and unconverted sugars generated from the acetoin recovery process. The Aqueous Waste Sink is designed to collect and manage the disposal or treatment of this waste stream, ensuring that residual sugars do not contaminate other processes and that water is handled in an environmentally responsible manner.",5
20241209_184253_corn stover_to_acetoin_(19),purified acetoin sink,"Purified Acetoin Sink: This unit operation serves as the terminus for the purified acetoin stream, which is the final product of the acetoin production process. The stream consists solely of acetoin with a purity greater than 95%, making it suitable for applications in food flavoring, fragrance, and as a chemical intermediate. The sink unit operation ensures that the purified acetoin is collected and stored for subsequent distribution and commercial use.",5
20241209_184253_corn stover_to_acetoin_(19),pretreatment chemicals source,"Pretreatment Chemicals Source: This unit operation serves as a source for the Pretreatment Chemicals used in the pretreatment process of corn stover. The chemicals include acids (such as sulfuric acid), bases (such as sodium hydroxide), and water, which are essential for breaking down the lignocellulosic structure of the biomass. This step is crucial for enhancing the efficiency of subsequent processes by making cellulose and hemicellulose more accessible for enzymatic hydrolysis.",3
20241209_184253_corn stover_to_acetoin_(19),carbon dioxide sink,"Carbon Dioxide Sink: This unit operation serves as a sink for the Carbon Dioxide stream, which is a by-product of the fermentation process. The Carbon Dioxide is generated during the aerobic conversion of sugars by Bacillus subtilis. This sink is designed to safely collect and manage the Carbon Dioxide emissions, ensuring that they are either captured for further use or released in an environmentally responsible manner.",1
